TFRecords files already exist. Proceed with the execution
Preparing dataset hapt...
rnn input shape:  (None, 250, 6)
rnn output shape: (None, 12)
All relevant data from this run is stored in /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T12-38-31-745189_fc_15
Tensorboard output will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/human_activity_recognition/logs/20220201-123832
Training will be from scratch since no valid checkpoint was specified.
All checkpoints will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T12-38-31-745189_fc_15/ckpts

======== Starting Training ========
Step 20, Loss: 1.3824177980422974, Accuracy: 57.19%, Test Loss: 1.8044277429580688, Validation Accuracy: 38.68%
Step 680, Loss: 0.10903433710336685, Accuracy: 95.63%, Test Loss: 0.4035605490207672, Validation Accuracy: 85.12%
Step 700, Loss: 0.064399853348732, Accuracy: 97.34%, Test Loss: 0.5029801726341248, Validation Accuracy: 88.20%
Step 720, Loss: 0.04990120977163315, Accuracy: 97.66%, Test Loss: 0.4718596339225769, Validation Accuracy: 88.20%
Step 740, Loss: 0.07313670963048935, Accuracy: 97.34%, Test Loss: 0.39975684881210327, Validation Accuracy: 88.31%
Step 760, Loss: 0.08483843505382538, Accuracy: 97.34%, Test Loss: 0.38008514046669006, Validation Accuracy: 90.44%
Step 780, Loss: 0.06303022056818008, Accuracy: 97.50%, Test Loss: 0.40425947308540344, Validation Accuracy: 87.89%
Step 800, Loss: 0.07147252559661865, Accuracy: 96.88%, Test Loss: 0.4220111668109894, Validation Accuracy: 87.99%
Step 820, Loss: 0.055804330855607986, Accuracy: 97.34%, Test Loss: 0.40321868658065796, Validation Accuracy: 88.31%
Step 840, Loss: 0.07714977860450745, Accuracy: 97.03%, Test Loss: 0.378736287355423, Validation Accuracy: 88.42%
Step 860, Loss: 0.04784945026040077, Accuracy: 98.28%, Test Loss: 0.4005812704563141, Validation Accuracy: 88.42%
Step 880, Loss: 0.07798236608505249, Accuracy: 97.34%, Test Loss: 0.500052273273468, Validation Accuracy: 87.99%
Step 900, Loss: 0.07812649011611938, Accuracy: 97.09%, Test Loss: 0.44795042276382446, Validation Accuracy: 87.57%
Step 920, Loss: 0.058759819716215134, Accuracy: 97.66%, Test Loss: 0.503689706325531, Validation Accuracy: 87.04%
Step 940, Loss: 0.04381668195128441, Accuracy: 98.28%, Test Loss: 0.5227604508399963, Validation Accuracy: 87.67%
Step 960, Loss: 0.0543208122253418, Accuracy: 97.97%, Test Loss: 0.48836737871170044, Validation Accuracy: 87.99%
Step 980, Loss: 0.07975026965141296, Accuracy: 97.66%, Test Loss: 0.40063294768333435, Validation Accuracy: 88.20%
Step 1000, Loss: 0.05790070816874504, Accuracy: 97.81%, Test Loss: 0.3519687354564667, Validation Accuracy: 88.42%
Step 1020, Loss: 0.04210123047232628, Accuracy: 98.44%, Test Loss: 0.39768657088279724, Validation Accuracy: 88.42%
Step 1040, Loss: 0.061017196625471115, Accuracy: 97.19%, Test Loss: 0.44028040766716003, Validation Accuracy: 88.31%
Step 1060, Loss: 0.059132181107997894, Accuracy: 97.81%, Test Loss: 0.41035181283950806, Validation Accuracy: 88.42%
Step 1080, Loss: 0.058915555477142334, Accuracy: 97.66%, Test Loss: 0.37457454204559326, Validation Accuracy: 89.69%
Step 1100, Loss: 0.05185053497552872, Accuracy: 98.28%, Test Loss: 0.4719255566596985, Validation Accuracy: 88.42%
Step 1120, Loss: 0.04624069854617119, Accuracy: 98.38%, Test Loss: 0.5099717378616333, Validation Accuracy: 88.31%
Step 1140, Loss: 0.057914186269044876, Accuracy: 97.50%, Test Loss: 0.5296312570571899, Validation Accuracy: 88.10%
Step 1160, Loss: 0.045408327132463455, Accuracy: 98.12%, Test Loss: 0.5740517377853394, Validation Accuracy: 88.10%
Step 1180, Loss: 0.03549131006002426, Accuracy: 98.91%, Test Loss: 0.49593883752822876, Validation Accuracy: 88.20%
Step 1200, Loss: 0.06482107937335968, Accuracy: 97.03%, Test Loss: 0.44504278898239136, Validation Accuracy: 88.42%
Step 1220, Loss: 0.053112007677555084, Accuracy: 98.28%, Test Loss: 0.46690598130226135, Validation Accuracy: 88.42%
Step 1240, Loss: 0.06372281908988953, Accuracy: 97.50%, Test Loss: 0.4446019232273102, Validation Accuracy: 88.20%
Step 1260, Loss: 0.048958443105220795, Accuracy: 98.75%, Test Loss: 0.44634151458740234, Validation Accuracy: 88.20%
Step 1280, Loss: 0.045719731599092484, Accuracy: 98.44%, Test Loss: 0.4403423070907593, Validation Accuracy: 88.20%
Step 1300, Loss: 0.05679784342646599, Accuracy: 97.81%, Test Loss: 0.4232146441936493, Validation Accuracy: 88.42%
Step 1320, Loss: 0.04460772126913071, Accuracy: 98.28%, Test Loss: 0.5058969259262085, Validation Accuracy: 88.31%
Step 1340, Loss: 0.057608045637607574, Accuracy: 97.97%, Test Loss: 0.49279364943504333, Validation Accuracy: 88.42%
Step 1360, Loss: 0.0374099537730217, Accuracy: 98.38%, Test Loss: 0.5116034150123596, Validation Accuracy: 88.84%
Step 1380, Loss: 0.05586042255163193, Accuracy: 97.97%, Test Loss: 0.5352659821510315, Validation Accuracy: 88.10%
Step 1400, Loss: 0.03666474670171738, Accuracy: 99.06%, Test Loss: 0.4998871088027954, Validation Accuracy: 88.20%
Step 1420, Loss: 0.054644547402858734, Accuracy: 97.97%, Test Loss: 0.4495147466659546, Validation Accuracy: 88.42%
Step 1440, Loss: 0.050974875688552856, Accuracy: 98.12%, Test Loss: 0.42870351672172546, Validation Accuracy: 90.33%
Step 1460, Loss: 0.045058589428663254, Accuracy: 98.59%, Test Loss: 0.47184455394744873, Validation Accuracy: 88.31%
Step 1480, Loss: 0.02667946182191372, Accuracy: 99.38%, Test Loss: 0.5554183125495911, Validation Accuracy: 88.42%
Step 1500, Loss: 0.0460386723279953, Accuracy: 98.28%, Test Loss: 0.4595681428909302, Validation Accuracy: 90.54%
Finished training after 1500 steps.
