TFRecords files already exist. Proceed with the execution
Preparing dataset hapt...
All relevant data from this run is stored in /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn
Tensorboard output will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/human_activity_recognition/logs/20220201-235308
Training will be from scratch since no valid checkpoint was specified.
All checkpoints will be stored in: /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts

======== Starting Training ========
Step 20, Loss: 2.242011308670044, Accuracy: 31.56%, Test Loss: 1.5053527355194092, Validation Accuracy: 56.54%
Step 480, Loss: 0.21761782467365265, Accuracy: 92.97%, Test Loss: 0.3662363886833191, Validation Accuracy: 84.91%
Step 500, Loss: 0.1891244351863861, Accuracy: 93.91%, Test Loss: 0.5238016843795776, Validation Accuracy: 85.97%
Step 520, Loss: 0.1934405118227005, Accuracy: 92.50%, Test Loss: 0.5683844685554504, Validation Accuracy: 84.91%
Step 540, Loss: 0.1786157786846161, Accuracy: 95.00%, Test Loss: 0.6093224287033081, Validation Accuracy: 87.67%
Step 560, Loss: 0.1882728487253189, Accuracy: 92.97%, Test Loss: 0.3449500799179077, Validation Accuracy: 86.72%
Step 580, Loss: 0.17015334963798523, Accuracy: 93.12%, Test Loss: 0.2976286709308624, Validation Accuracy: 88.84%
Step 600, Loss: 0.12157627195119858, Accuracy: 95.16%, Test Loss: 0.41307976841926575, Validation Accuracy: 88.31%
Step 620, Loss: 0.13569630682468414, Accuracy: 95.00%, Test Loss: 0.38912808895111084, Validation Accuracy: 87.04%
Step 640, Loss: 0.15915220975875854, Accuracy: 94.06%, Test Loss: 0.3324967920780182, Validation Accuracy: 87.99%
Step 660, Loss: 0.12080569565296173, Accuracy: 96.09%, Test Loss: 0.4074835479259491, Validation Accuracy: 87.46%
Step 680, Loss: 0.11285009235143661, Accuracy: 96.12%, Test Loss: 0.48611459136009216, Validation Accuracy: 87.14%
Step 700, Loss: 0.14111675322055817, Accuracy: 95.62%, Test Loss: 0.3533608615398407, Validation Accuracy: 87.04%
Step 720, Loss: 0.11026231199502945, Accuracy: 96.41%, Test Loss: 0.4184347689151764, Validation Accuracy: 87.25%
Step 740, Loss: 0.11812116205692291, Accuracy: 95.78%, Test Loss: 0.4679340124130249, Validation Accuracy: 86.82%
Step 760, Loss: 0.0987110286951065, Accuracy: 96.56%, Test Loss: 0.39241138100624084, Validation Accuracy: 87.46%
Step 780, Loss: 0.13095934689044952, Accuracy: 95.31%, Test Loss: 0.43579569458961487, Validation Accuracy: 87.57%
Step 800, Loss: 0.11695611476898193, Accuracy: 95.78%, Test Loss: 0.38066568970680237, Validation Accuracy: 87.78%
Step 820, Loss: 0.08379986882209778, Accuracy: 97.03%, Test Loss: 0.38658472895622253, Validation Accuracy: 87.99%
Step 840, Loss: 0.09097570180892944, Accuracy: 97.03%, Test Loss: 0.3889053761959076, Validation Accuracy: 88.10%
Step 860, Loss: 0.12815359234809875, Accuracy: 94.38%, Test Loss: 0.46409305930137634, Validation Accuracy: 87.35%
Step 880, Loss: 0.08100740611553192, Accuracy: 97.81%, Test Loss: 0.43368878960609436, Validation Accuracy: 87.89%
Step 900, Loss: 0.0736858993768692, Accuracy: 96.93%, Test Loss: 0.4865288734436035, Validation Accuracy: 87.25%
Step 920, Loss: 0.10818012803792953, Accuracy: 96.41%, Test Loss: 0.41462549567222595, Validation Accuracy: 87.04%
Step 940, Loss: 0.07140747457742691, Accuracy: 97.19%, Test Loss: 0.4139827489852905, Validation Accuracy: 87.04%
Step 960, Loss: 0.08517248928546906, Accuracy: 96.88%, Test Loss: 0.4742299020290375, Validation Accuracy: 87.35%
Step 980, Loss: 0.09174945205450058, Accuracy: 96.25%, Test Loss: 0.45180779695510864, Validation Accuracy: 87.14%
Step 1000, Loss: 0.07666397839784622, Accuracy: 97.03%, Test Loss: 0.4637472927570343, Validation Accuracy: 87.35%
Step 1020, Loss: 0.10049660503864288, Accuracy: 96.25%, Test Loss: 0.43623682856559753, Validation Accuracy: 87.67%
Step 1040, Loss: 0.074476458132267, Accuracy: 97.03%, Test Loss: 0.42408090829849243, Validation Accuracy: 87.99%
Step 1060, Loss: 0.06775909662246704, Accuracy: 97.50%, Test Loss: 0.4492355287075043, Validation Accuracy: 88.20%
Step 1080, Loss: 0.0902443379163742, Accuracy: 95.47%, Test Loss: 0.486392080783844, Validation Accuracy: 87.78%
Step 1100, Loss: 0.07043049484491348, Accuracy: 97.19%, Test Loss: 0.45132893323898315, Validation Accuracy: 87.89%
Step 1120, Loss: 0.07315389811992645, Accuracy: 96.60%, Test Loss: 0.49646201729774475, Validation Accuracy: 87.57%
Step 1140, Loss: 0.07288593053817749, Accuracy: 97.19%, Test Loss: 0.5514334440231323, Validation Accuracy: 87.14%
Step 1160, Loss: 0.0717766210436821, Accuracy: 97.34%, Test Loss: 0.4559967815876007, Validation Accuracy: 87.35%
Step 1180, Loss: 0.08057307451963425, Accuracy: 97.34%, Test Loss: 0.5377925634384155, Validation Accuracy: 87.04%
Step 1200, Loss: 0.09503670036792755, Accuracy: 97.03%, Test Loss: 0.5609151124954224, Validation Accuracy: 87.14%
Step 1220, Loss: 0.07366542518138885, Accuracy: 96.72%, Test Loss: 0.4998632073402405, Validation Accuracy: 87.14%
Step 1240, Loss: 0.08935428410768509, Accuracy: 96.41%, Test Loss: 0.5108014941215515, Validation Accuracy: 87.57%
Step 1260, Loss: 0.07954050600528717, Accuracy: 96.88%, Test Loss: 0.5421316623687744, Validation Accuracy: 87.89%
Step 1280, Loss: 0.06507812440395355, Accuracy: 97.34%, Test Loss: 0.5505596995353699, Validation Accuracy: 87.89%
Step 1300, Loss: 0.09081055223941803, Accuracy: 95.78%, Test Loss: 0.49236932396888733, Validation Accuracy: 88.20%
Step 1320, Loss: 0.06620828807353973, Accuracy: 97.81%, Test Loss: 0.545292317867279, Validation Accuracy: 88.10%
Step 1340, Loss: 0.0578945092856884, Accuracy: 97.66%, Test Loss: 0.6013535857200623, Validation Accuracy: 87.67%
Step 1360, Loss: 0.06199938803911209, Accuracy: 97.90%, Test Loss: 0.6345633864402771, Validation Accuracy: 87.14%
Step 1380, Loss: 0.06255124509334564, Accuracy: 97.50%, Test Loss: 0.5375695824623108, Validation Accuracy: 87.04%
Step 1400, Loss: 0.05471441149711609, Accuracy: 97.81%, Test Loss: 0.6353301405906677, Validation Accuracy: 87.25%
Step 1420, Loss: 0.07484236359596252, Accuracy: 96.88%, Test Loss: 0.6627877950668335, Validation Accuracy: 87.25%
Step 1440, Loss: 0.05451374500989914, Accuracy: 97.50%, Test Loss: 0.5497119426727295, Validation Accuracy: 87.78%
Step 1460, Loss: 0.07376738637685776, Accuracy: 96.56%, Test Loss: 0.5681299567222595, Validation Accuracy: 87.67%
Step 1480, Loss: 0.08371000736951828, Accuracy: 96.41%, Test Loss: 0.5562580227851868, Validation Accuracy: 88.42%
Step 1500, Loss: 0.059209249913692474, Accuracy: 97.66%, Test Loss: 0.568680465221405, Validation Accuracy: 88.20%
Step 1520, Loss: 0.07854105532169342, Accuracy: 96.41%, Test Loss: 0.48261353373527527, Validation Accuracy: 88.63%
Step 1540, Loss: 0.07461141049861908, Accuracy: 96.72%, Test Loss: 0.5522185564041138, Validation Accuracy: 88.20%
Step 1560, Loss: 0.052137017250061035, Accuracy: 98.28%, Test Loss: 0.6202736496925354, Validation Accuracy: 87.99%
Step 1580, Loss: 0.04535619542002678, Accuracy: 98.22%, Test Loss: 0.7463687062263489, Validation Accuracy: 87.35%
Step 1600, Loss: 0.05722568556666374, Accuracy: 97.66%, Test Loss: 0.5570614337921143, Validation Accuracy: 86.82%
Step 1620, Loss: 0.06424255669116974, Accuracy: 97.03%, Test Loss: 0.6184741854667664, Validation Accuracy: 86.72%
Step 1640, Loss: 0.07215098291635513, Accuracy: 97.19%, Test Loss: 0.7452907562255859, Validation Accuracy: 86.93%
Step 1660, Loss: 0.06108146905899048, Accuracy: 97.66%, Test Loss: 0.5519343614578247, Validation Accuracy: 86.82%
Step 1680, Loss: 0.0923473909497261, Accuracy: 95.00%, Test Loss: 0.5526865720748901, Validation Accuracy: 87.25%
Step 1700, Loss: 0.06710506975650787, Accuracy: 97.03%, Test Loss: 0.5413770079612732, Validation Accuracy: 88.31%
Step 1720, Loss: 0.04900719225406647, Accuracy: 98.28%, Test Loss: 0.6228696703910828, Validation Accuracy: 87.46%
Step 1740, Loss: 0.06110640615224838, Accuracy: 97.34%, Test Loss: 0.5951300859451294, Validation Accuracy: 87.04%
Step 1760, Loss: 0.0628591999411583, Accuracy: 97.19%, Test Loss: 0.5745266079902649, Validation Accuracy: 87.57%
Step 1780, Loss: 0.045914459973573685, Accuracy: 98.28%, Test Loss: 0.6301911473274231, Validation Accuracy: 87.89%
Step 1800, Loss: 0.043351173400878906, Accuracy: 98.87%, Test Loss: 0.7483317852020264, Validation Accuracy: 87.35%
Step 1820, Loss: 0.06611432135105133, Accuracy: 96.88%, Test Loss: 0.512098491191864, Validation Accuracy: 87.89%
Step 1840, Loss: 0.05666587874293327, Accuracy: 97.81%, Test Loss: 0.58168625831604, Validation Accuracy: 87.35%
Step 1860, Loss: 0.055291660130023956, Accuracy: 97.97%, Test Loss: 0.7047279477119446, Validation Accuracy: 87.25%
Step 1880, Loss: 0.06044396758079529, Accuracy: 97.66%, Test Loss: 0.6287680268287659, Validation Accuracy: 86.72%
Step 1900, Loss: 0.0715903788805008, Accuracy: 96.72%, Test Loss: 0.5802095532417297, Validation Accuracy: 87.67%
Step 1920, Loss: 0.05958026647567749, Accuracy: 97.97%, Test Loss: 0.5597319006919861, Validation Accuracy: 88.20%
Step 1940, Loss: 0.054249297827482224, Accuracy: 97.34%, Test Loss: 0.6737843751907349, Validation Accuracy: 87.46%
Step 1960, Loss: 0.05520143359899521, Accuracy: 97.50%, Test Loss: 0.5766132473945618, Validation Accuracy: 88.42%
Step 1980, Loss: 0.05784405395388603, Accuracy: 97.34%, Test Loss: 0.649226725101471, Validation Accuracy: 87.46%
Step 2000, Loss: 0.043625228106975555, Accuracy: 98.91%, Test Loss: 0.7760162353515625, Validation Accuracy: 87.04%
Step 2020, Loss: 0.0528198778629303, Accuracy: 98.22%, Test Loss: 0.7902863621711731, Validation Accuracy: 87.04%
Step 2040, Loss: 0.05920810252428055, Accuracy: 97.19%, Test Loss: 0.5864654779434204, Validation Accuracy: 87.57%
Step 2060, Loss: 0.04569980129599571, Accuracy: 98.44%, Test Loss: 0.5865557789802551, Validation Accuracy: 88.10%
Step 2080, Loss: 0.04880459979176521, Accuracy: 98.12%, Test Loss: 0.6964854001998901, Validation Accuracy: 87.14%
Step 2100, Loss: 0.06607920676469803, Accuracy: 98.12%, Test Loss: 0.5904722809791565, Validation Accuracy: 87.78%
Step 2120, Loss: 0.06214160844683647, Accuracy: 96.56%, Test Loss: 0.696316123008728, Validation Accuracy: 87.14%
Step 2140, Loss: 0.07369762659072876, Accuracy: 97.03%, Test Loss: 0.5594170689582825, Validation Accuracy: 88.20%
Step 2160, Loss: 0.05060894042253494, Accuracy: 97.66%, Test Loss: 0.596508264541626, Validation Accuracy: 87.89%
Step 2180, Loss: 0.04869100823998451, Accuracy: 97.97%, Test Loss: 0.6034427285194397, Validation Accuracy: 87.89%
Step 2200, Loss: 0.0500929057598114, Accuracy: 97.66%, Test Loss: 0.6326004266738892, Validation Accuracy: 87.14%
Step 2220, Loss: 0.04277700185775757, Accuracy: 98.59%, Test Loss: 0.7044858932495117, Validation Accuracy: 86.50%
Step 2240, Loss: 0.04676397889852524, Accuracy: 97.90%, Test Loss: 0.7722293138504028, Validation Accuracy: 86.40%
Step 2260, Loss: 0.0472012534737587, Accuracy: 97.97%, Test Loss: 0.6892055869102478, Validation Accuracy: 86.18%
Step 2280, Loss: 0.0376037172973156, Accuracy: 98.44%, Test Loss: 0.7565931081771851, Validation Accuracy: 86.29%
Step 2300, Loss: 0.06358738243579865, Accuracy: 97.34%, Test Loss: 0.8368188738822937, Validation Accuracy: 86.72%
Step 2320, Loss: 0.06451699137687683, Accuracy: 97.81%, Test Loss: 0.8126704692840576, Validation Accuracy: 86.40%
Step 2340, Loss: 0.05141888186335564, Accuracy: 97.50%, Test Loss: 0.6719377040863037, Validation Accuracy: 86.72%
Step 2360, Loss: 0.05529295280575752, Accuracy: 97.97%, Test Loss: 0.6972164511680603, Validation Accuracy: 87.25%
Step 2380, Loss: 0.05475202947854996, Accuracy: 97.66%, Test Loss: 0.6534025073051453, Validation Accuracy: 88.20%
Step 2400, Loss: 0.047789208590984344, Accuracy: 97.81%, Test Loss: 0.6881301999092102, Validation Accuracy: 87.67%
Step 2420, Loss: 0.054293327033519745, Accuracy: 97.66%, Test Loss: 0.6320480704307556, Validation Accuracy: 87.57%
Step 2440, Loss: 0.06378522515296936, Accuracy: 97.50%, Test Loss: 0.7433689832687378, Validation Accuracy: 87.25%
Step 2460, Loss: 0.04292622208595276, Accuracy: 97.66%, Test Loss: 0.7868629693984985, Validation Accuracy: 87.04%
Step 2480, Loss: 0.035494957119226456, Accuracy: 98.87%, Test Loss: 0.774825394153595, Validation Accuracy: 86.93%
Step 2500, Loss: 0.03509513661265373, Accuracy: 98.28%, Test Loss: 0.7769973278045654, Validation Accuracy: 87.25%
Step 2520, Loss: 0.05579608678817749, Accuracy: 98.28%, Test Loss: 0.8880642056465149, Validation Accuracy: 87.04%
Step 2540, Loss: 0.07324739545583725, Accuracy: 97.34%, Test Loss: 0.6596737504005432, Validation Accuracy: 86.93%
Step 2560, Loss: 0.03788967803120613, Accuracy: 98.44%, Test Loss: 0.6206731796264648, Validation Accuracy: 86.72%
Step 2580, Loss: 0.04743095114827156, Accuracy: 98.28%, Test Loss: 0.7484156489372253, Validation Accuracy: 87.04%
Step 2600, Loss: 0.05088290572166443, Accuracy: 97.66%, Test Loss: 0.7128942012786865, Validation Accuracy: 87.57%
Step 2620, Loss: 0.040926288813352585, Accuracy: 97.81%, Test Loss: 0.7410601377487183, Validation Accuracy: 87.14%
Step 2640, Loss: 0.04450676962733269, Accuracy: 98.28%, Test Loss: 0.6815816164016724, Validation Accuracy: 87.04%
Step 2660, Loss: 0.05334137752652168, Accuracy: 97.97%, Test Loss: 0.7826317548751831, Validation Accuracy: 87.04%
Step 2680, Loss: 0.03590456768870354, Accuracy: 98.12%, Test Loss: 0.8153311014175415, Validation Accuracy: 87.14%
Step 2700, Loss: 0.0299663245677948, Accuracy: 98.87%, Test Loss: 0.8950169682502747, Validation Accuracy: 86.93%
Step 2720, Loss: 0.045359790325164795, Accuracy: 98.12%, Test Loss: 0.5878937840461731, Validation Accuracy: 88.10%
Step 2740, Loss: 0.053782008588314056, Accuracy: 97.81%, Test Loss: 0.6564500331878662, Validation Accuracy: 86.72%
Step 2760, Loss: 0.05792874097824097, Accuracy: 98.44%, Test Loss: 0.7814123034477234, Validation Accuracy: 86.61%
Step 2780, Loss: 0.04428078234195709, Accuracy: 98.44%, Test Loss: 0.6920804381370544, Validation Accuracy: 86.82%
Step 2800, Loss: 0.07268822193145752, Accuracy: 97.34%, Test Loss: 0.6682273149490356, Validation Accuracy: 87.14%
Step 2820, Loss: 0.04949326440691948, Accuracy: 98.12%, Test Loss: 0.6294962763786316, Validation Accuracy: 87.78%
Step 2840, Loss: 0.03253452107310295, Accuracy: 98.44%, Test Loss: 0.6377385258674622, Validation Accuracy: 87.46%
Step 2860, Loss: 0.046049002557992935, Accuracy: 97.81%, Test Loss: 0.6459046602249146, Validation Accuracy: 87.46%
Step 2880, Loss: 0.05525887757539749, Accuracy: 97.19%, Test Loss: 0.6536386013031006, Validation Accuracy: 87.99%
Step 2900, Loss: 0.035026825964450836, Accuracy: 98.59%, Test Loss: 0.7772881388664246, Validation Accuracy: 87.04%
Step 2920, Loss: 0.025506656616926193, Accuracy: 99.03%, Test Loss: 0.80962073802948, Validation Accuracy: 86.93%
Step 2940, Loss: 0.053570378571748734, Accuracy: 98.28%, Test Loss: 0.5159878134727478, Validation Accuracy: 89.59%
Saving better val_acc checkpoint to /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts.
Step 2960, Loss: 0.03822623938322067, Accuracy: 98.28%, Test Loss: 0.5803818106651306, Validation Accuracy: 87.78%
Step 2980, Loss: 0.04474363848567009, Accuracy: 98.44%, Test Loss: 0.7406013011932373, Validation Accuracy: 86.93%
Step 3000, Loss: 0.05213969945907593, Accuracy: 97.97%, Test Loss: 0.6400403380393982, Validation Accuracy: 87.57%
Step 3020, Loss: 0.042360734194517136, Accuracy: 98.28%, Test Loss: 0.6977998614311218, Validation Accuracy: 87.35%
Step 3040, Loss: 0.06159135699272156, Accuracy: 97.34%, Test Loss: 0.7948600649833679, Validation Accuracy: 87.57%
Step 3060, Loss: 0.03425734490156174, Accuracy: 98.44%, Test Loss: 0.5869911909103394, Validation Accuracy: 88.52%
Step 3080, Loss: 0.04084702581167221, Accuracy: 98.59%, Test Loss: 0.6563608050346375, Validation Accuracy: 87.78%
Step 3100, Loss: 0.04896816238760948, Accuracy: 98.12%, Test Loss: 0.7673693895339966, Validation Accuracy: 87.46%
Step 3120, Loss: 0.05786782503128052, Accuracy: 97.81%, Test Loss: 0.6836138963699341, Validation Accuracy: 87.25%
Step 3140, Loss: 0.02567301318049431, Accuracy: 98.87%, Test Loss: 0.7429240942001343, Validation Accuracy: 86.72%
Step 3160, Loss: 0.028905117884278297, Accuracy: 98.91%, Test Loss: 0.6659407019615173, Validation Accuracy: 87.35%
Step 3180, Loss: 0.04231322556734085, Accuracy: 97.97%, Test Loss: 0.7000569701194763, Validation Accuracy: 87.67%
Step 3200, Loss: 0.04698597639799118, Accuracy: 98.59%, Test Loss: 0.761469304561615, Validation Accuracy: 86.61%
Step 3220, Loss: 0.05046989768743515, Accuracy: 98.28%, Test Loss: 0.7479286789894104, Validation Accuracy: 86.82%
Step 3240, Loss: 0.04288724809885025, Accuracy: 98.91%, Test Loss: 0.7004621624946594, Validation Accuracy: 87.57%
Step 3260, Loss: 0.04540814459323883, Accuracy: 98.12%, Test Loss: 0.7229719758033752, Validation Accuracy: 87.14%
Step 3280, Loss: 0.03645044565200806, Accuracy: 98.75%, Test Loss: 0.7925387024879456, Validation Accuracy: 87.25%
Step 3300, Loss: 0.0244300477206707, Accuracy: 99.06%, Test Loss: 0.7570799589157104, Validation Accuracy: 87.78%
Step 3320, Loss: 0.03827467933297157, Accuracy: 98.12%, Test Loss: 0.6592074036598206, Validation Accuracy: 87.78%
Step 3340, Loss: 0.024302590638399124, Accuracy: 98.91%, Test Loss: 0.740491509437561, Validation Accuracy: 87.25%
Step 3360, Loss: 0.03989972919225693, Accuracy: 98.71%, Test Loss: 0.8641105890274048, Validation Accuracy: 87.25%
Step 3380, Loss: 0.025582581758499146, Accuracy: 98.91%, Test Loss: 0.6874153017997742, Validation Accuracy: 87.25%
Step 3400, Loss: 0.029394099488854408, Accuracy: 99.06%, Test Loss: 0.6095203757286072, Validation Accuracy: 88.74%
Step 3420, Loss: 0.03395354002714157, Accuracy: 98.59%, Test Loss: 0.6581207513809204, Validation Accuracy: 87.89%
Step 3440, Loss: 0.05364188551902771, Accuracy: 98.59%, Test Loss: 0.6809752583503723, Validation Accuracy: 87.57%
Step 3460, Loss: 0.04844917356967926, Accuracy: 98.12%, Test Loss: 0.6683168411254883, Validation Accuracy: 88.20%
Step 3480, Loss: 0.06389109790325165, Accuracy: 97.34%, Test Loss: 0.7310515642166138, Validation Accuracy: 87.57%
Step 3500, Loss: 0.04753784462809563, Accuracy: 97.97%, Test Loss: 0.6366130113601685, Validation Accuracy: 87.57%
Step 3520, Loss: 0.025410538539290428, Accuracy: 99.06%, Test Loss: 0.6832879185676575, Validation Accuracy: 87.67%
Step 3540, Loss: 0.05638069659471512, Accuracy: 97.34%, Test Loss: 0.6907704472541809, Validation Accuracy: 87.78%
Step 3560, Loss: 0.026072785258293152, Accuracy: 99.22%, Test Loss: 0.7546031475067139, Validation Accuracy: 87.78%
Step 3580, Loss: 0.017023103311657906, Accuracy: 99.53%, Test Loss: 0.8413022756576538, Validation Accuracy: 87.25%
Step 3600, Loss: 0.0236835815012455, Accuracy: 99.19%, Test Loss: 0.8516645431518555, Validation Accuracy: 87.04%
Step 3620, Loss: 0.021621176972985268, Accuracy: 99.22%, Test Loss: 0.6616795063018799, Validation Accuracy: 88.63%
Step 3640, Loss: 0.039420902729034424, Accuracy: 98.28%, Test Loss: 0.8223032355308533, Validation Accuracy: 87.25%
Step 3660, Loss: 0.05643438175320625, Accuracy: 98.28%, Test Loss: 0.8521820902824402, Validation Accuracy: 87.04%
Step 3680, Loss: 0.03865047171711922, Accuracy: 98.59%, Test Loss: 0.7017825841903687, Validation Accuracy: 87.67%
Step 3700, Loss: 0.042046401649713516, Accuracy: 97.97%, Test Loss: 0.6884472966194153, Validation Accuracy: 87.57%
Step 3720, Loss: 0.0390385203063488, Accuracy: 98.12%, Test Loss: 0.7281055450439453, Validation Accuracy: 87.35%
Step 3740, Loss: 0.023712780326604843, Accuracy: 98.91%, Test Loss: 0.7756736874580383, Validation Accuracy: 87.67%
Step 3760, Loss: 0.036004114896059036, Accuracy: 98.91%, Test Loss: 0.7487865090370178, Validation Accuracy: 87.99%
Step 3780, Loss: 0.03556223586201668, Accuracy: 98.44%, Test Loss: 0.7831121683120728, Validation Accuracy: 87.35%
Step 3800, Loss: 0.028042536228895187, Accuracy: 99.06%, Test Loss: 0.8334421515464783, Validation Accuracy: 87.35%
Step 3820, Loss: 0.022140929475426674, Accuracy: 99.19%, Test Loss: 0.8628921508789062, Validation Accuracy: 86.93%
Step 3840, Loss: 0.03692082315683365, Accuracy: 98.44%, Test Loss: 0.7892469763755798, Validation Accuracy: 86.82%
Step 3860, Loss: 0.02855508029460907, Accuracy: 99.22%, Test Loss: 0.9089987277984619, Validation Accuracy: 87.14%
Step 3880, Loss: 0.03208573907613754, Accuracy: 98.91%, Test Loss: 0.9226667284965515, Validation Accuracy: 86.93%
Step 3900, Loss: 0.042272940278053284, Accuracy: 98.12%, Test Loss: 0.708561897277832, Validation Accuracy: 89.48%
Step 3920, Loss: 0.04186312481760979, Accuracy: 97.97%, Test Loss: 0.7567880749702454, Validation Accuracy: 87.57%
Step 3940, Loss: 0.03109830617904663, Accuracy: 98.91%, Test Loss: 0.6844453811645508, Validation Accuracy: 89.80%
Saving better val_acc checkpoint to /Users/Pankai/PycharmProjects/dl-lab-21w-team20/runs/run_2022-02-01T23-53-07-303305_tcn/ckpts.
Step 3960, Loss: 0.03354374319314957, Accuracy: 98.59%, Test Loss: 0.7942389249801636, Validation Accuracy: 87.67%
Step 3980, Loss: 0.034721266478300095, Accuracy: 98.59%, Test Loss: 0.824407160282135, Validation Accuracy: 87.35%
Step 4000, Loss: 0.02649880014359951, Accuracy: 99.22%, Test Loss: 0.7780710458755493, Validation Accuracy: 88.74%
Step 4020, Loss: 0.023844309151172638, Accuracy: 98.91%, Test Loss: 0.7656190991401672, Validation Accuracy: 87.35%
